iter	Logloss
0	0.6814914888
1	0.6694269663
2	0.658810883
3	0.6480654505
4	0.6388689829
5	0.6298797706
6	0.6230667402
7	0.6152816239
8	0.6067681155
9	0.5996498519
10	0.5917645343
11	0.5843994011
12	0.5776308843
13	0.5710723196
14	0.5647365063
15	0.558596403
16	0.5525953506
17	0.5471075647
18	0.5420993777
19	0.5375415059
20	0.5326130551
21	0.5277631445
22	0.5233786476
23	0.5188609519
24	0.5154063421
25	0.511566531
26	0.5083529379
27	0.5048244564
28	0.5014689442
29	0.4981003024
30	0.4948797337
31	0.4916921497
32	0.488700683
33	0.4859443662
34	0.483431299
35	0.4809428656
36	0.4781755463
37	0.476222935
38	0.4741093003
39	0.4721271921
40	0.4700276203
41	0.4676508362
42	0.4655359489
43	0.4636951682
44	0.4617814351
45	0.4606166035
46	0.4587737514
47	0.4568620524
48	0.4554409909
49	0.4536877051
50	0.4520545548
51	0.4509084201
52	0.4495099191
53	0.4485004334
54	0.4471645018
55	0.4457322154
56	0.4444578891
57	0.4432467215
58	0.4420739655
59	0.4407989724
60	0.4396286728
61	0.4383564378
62	0.4372355937
63	0.4362586975
64	0.4354006837
65	0.434544378
66	0.4336883582
67	0.4328694802
68	0.4319653675
69	0.4312111288
70	0.4301575042
71	0.4293060913
72	0.4283695502
73	0.4276691596
74	0.4269822218
75	0.426361155
76	0.4257986608
77	0.4251636078
78	0.4245515155
79	0.4239174623
80	0.4232340779
81	0.4227783049
82	0.4221629231
83	0.4215931719
84	0.4210483444
85	0.4205648741
86	0.420076871
87	0.4194811811
88	0.4190188738
89	0.4185523602
90	0.4182032092
91	0.4177013143
92	0.4172557654
93	0.4168072812
94	0.4162987661
95	0.4159285895
96	0.4158086384
97	0.4155863252
98	0.4150396449
99	0.4146979156
100	0.4145168052
101	0.4141421271
102	0.4136164277
103	0.4132008922
104	0.4127994667
105	0.4124963328
106	0.4121803354
107	0.4118207691
108	0.4112989304
109	0.4110209341
110	0.4105861052
111	0.410269889
112	0.4100226453
113	0.4097295717
114	0.4094240762
115	0.4092355536
116	0.4088567915
117	0.4085414274
118	0.4083449149
119	0.4079510308
120	0.4076381589
121	0.4073475157
122	0.4072749833
123	0.4070491248
124	0.4068750249
125	0.4065077074
126	0.406170701
127	0.4059961064
128	0.4057800029
129	0.4055113121
130	0.4053921118
131	0.4051898632
132	0.4051823495
133	0.4049004805
134	0.4048104633
135	0.4045632091
136	0.4043419701
137	0.4040963614
138	0.4038434723
139	0.4036531422
140	0.40331502
141	0.403138489
142	0.4027957377
143	0.4025414865
144	0.402180002
145	0.4019772999
146	0.4017438618
147	0.4017117068
148	0.4016517394
149	0.4013674067
150	0.4011585326
151	0.4009644129
152	0.400775333
153	0.4006326961
154	0.4005623142
155	0.4004011364
156	0.400167011
157	0.3999365108
158	0.3998197089
159	0.3996262679
160	0.3995053604
161	0.3992036179
162	0.3990804913
163	0.398976704
164	0.3988383077
165	0.3986059195
166	0.3985772993
167	0.3985447026
168	0.3984000697
169	0.3982569252
170	0.3981290686
171	0.3980221925
172	0.3977760378
173	0.3976776469
174	0.3975917269
175	0.3975902506
176	0.397587274
177	0.3974511195
178	0.3973371116
179	0.3971246225
180	0.3969999737
181	0.396937164
182	0.3967792305
183	0.3965954748
184	0.3963753453
185	0.3962123283
186	0.3960616401
187	0.3960219796
188	0.3958934879
189	0.3957687943
190	0.3956415358
191	0.3955159719
192	0.3954355237
193	0.395253663
194	0.3951142763
195	0.39496279
196	0.39490773
197	0.3946843289
198	0.3946359168
199	0.3944738918
200	0.3944116238
201	0.3942192211
202	0.3940714791
203	0.3940575226
204	0.3938523687
205	0.3937573763
206	0.3936246889
207	0.3934205808
208	0.3933767919
209	0.3932781357
210	0.3931823632
211	0.3929278633
212	0.3928765846
213	0.3928549997
214	0.3927161313
215	0.3926235726
216	0.3924090497
217	0.3922905961
218	0.3920997346
219	0.3919504094
220	0.3918921428
221	0.391866378
222	0.3917624256
223	0.3916713306
224	0.3915800121
225	0.3915708489
226	0.3914251421
227	0.3913334754
228	0.3912874962
229	0.3912052448
230	0.3910600668
231	0.3908743978
232	0.3907834145
233	0.3906985634
234	0.3905786031
235	0.3905314825
236	0.3903767757
237	0.3902907495
238	0.3900383713
239	0.3899756558
240	0.3899595573
241	0.3898455936
242	0.3897186399
243	0.3896370255
244	0.3896082351
245	0.3893768736
246	0.3892760942
247	0.3891701695
248	0.3890753214
249	0.3890024026
250	0.3889461266
251	0.3887538757
252	0.3887520461
253	0.3886843414
254	0.3886120436
255	0.3884364822
256	0.3882525224
257	0.388204033
258	0.3880558584
259	0.3877774624
260	0.3876936713
261	0.3876080063
262	0.3875709465
263	0.3874861979
264	0.3874298449
265	0.3873614479
266	0.3871947861
267	0.3871662101
268	0.3870603264
269	0.3870418574
270	0.3869631305
271	0.3869163364
272	0.3868536277
273	0.3866746366
274	0.3866048578
275	0.3865350242
276	0.3864412614
277	0.3863798102
278	0.3863415569
279	0.3862503762
280	0.3861928134
281	0.3861908018
282	0.3861090897
283	0.3860230357
284	0.3859745992
285	0.3858830223
286	0.3858050453
287	0.3857514712
288	0.3856045625
289	0.3856043865
290	0.3856021068
291	0.3855323664
292	0.385385237
293	0.3853085426
294	0.3852324924
295	0.3851546565
296	0.3849599797
297	0.384892172
298	0.3847563796
299	0.3846868964
300	0.384621771
301	0.3846038879
302	0.3846014259
303	0.3845336907
304	0.3844806846
305	0.3843983289
306	0.3843983266
307	0.384354104
308	0.3843532204
309	0.3843507824
310	0.3843507798
311	0.384345456
312	0.3843134661
313	0.3842568747
314	0.3841107971
315	0.3840451643
316	0.384040501
317	0.3840126536
318	0.3838818178
319	0.3837690081
320	0.3837240309
321	0.3836299143
322	0.38357215
323	0.3835384975
324	0.3834725692
